Org_Name,VM_Cost_Month_1,VM_Cost_Month_2,VM_Cost_Month_3,Storage_Cost_Month_1,Storage_Cost_Month_2,Storage_Cost_Month_3,Network_Cost_Month_1,Network_Cost_Month_2,Network_Cost_Month_3
Org_1,0.5116950349406653,0.15089601205814265,0.12559977871908523,0.4537122447228419,0.7950078820044839,0.9121502587838799,0.1581655407977896,0.45747932687666903,0.24062914371341404
Org_2,0.6246239980924781,0.8642578962331843,0.0,0.3796604170241976,0.8856536609047124,0.44258608804123034,0.4151247158132907,0.7624762701502622,0.7641573506107091
Org_3,0.8736197978760478,0.8478223590095354,0.6609464331025275,0.2189537926892054,0.6465752826885001,0.4880510783573515,0.13756268424545032,0.03639113227581324,0.19971755371330618
Org_4,0.12045817208048279,0.7529028444039297,0.19720747143121656,0.31768598764372746,0.7359883051781225,0.0,0.155946436924148,0.9967931186117099,0.5785082092689815
Org_5,0.8298109902606337,0.25102552878475404,0.17063090206262158,0.9119025656426977,0.9285492202542971,0.12974756261694517,0.47570407597167375,0.9797934296470286,0.6901176140835049
Org_6,0.27167513435190116,0.6228761738863593,0.21425616009034112,0.8688540415308047,0.16181837025238782,0.8505071726356563,0.9312295358374397,0.8419618820854381,0.11279524800293225
Org_7,0.8572935199281013,0.10254610930850705,0.857312671304117,0.5118414278359361,0.40920421755423314,0.9738097582860081,0.7840942466468688,0.1643124510655641,0.3107232565410032
Org_8,0.2527672823315787,0.32709065719585007,1.0,0.29508645100394715,0.03714087787529524,0.5326297475626169,0.402049407695069,0.16775529028175507,0.2927415616476752
Org_9,0.9355546486674862,0.7762790340850118,0.9154926357803008,0.5912186802814484,0.604105187940806,0.7991114904419568,0.8675934688727169,0.45085105698381533,0.6224814307737088
Org_10,0.34895728251499425,0.46978018258699517,0.09457244549700197,0.7121106487043074,0.49654991845261803,0.33274792371073103,0.41536403093691876,0.4928730010618102,0.6176625952717197
Org_11,0.7930774380513932,0.5865934393234443,0.46273542529140266,0.7068871203020421,0.31951846134545,0.9820820886539956,0.08619695634674587,0.9110868003046,0.16957557594247583
Org_12,0.7899616661469895,0.5292112115454911,0.4361382822840396,0.18667946627767287,0.9302565333362426,0.7662738403965466,1.0000000000000002,0.6341259371279642,0.06521059496986878
Org_13,0.2210111700078869,0.7252304901328112,0.3961659881175805,0.04470568045306333,0.7949642446094182,0.8481545919093108,0.5881930620370068,0.5017535956755366,0.663985942368021
Org_14,0.29680765209735704,0.18572788851633407,0.03141594639881312,0.15264608718036723,0.7759383403607724,0.172509820656753,0.6568112347572583,0.42445595632635114,0.46322269057039056
Org_15,0.6305758331652025,0.4381749423492619,0.43573823930799416,0.05614488587609404,0.27917568960720895,0.46310278042215147,0.9246266140173395,0.7681607087315121,0.5196364851607895
Org_16,0.7235537682727757,0.5240215169251736,0.9343060854537515,0.07140252273897374,0.6637084149261712,0.34139229010055916,0.17803957401907997,0.3674077887533919,0.8033871993618007
Org_17,0.8021863135305662,0.0,0.5906554532715513,0.7115046336021966,0.4293101473307552,0.9156353609296524,0.6027695286579862,0.48497913918294244,0.7463265812140878
Org_18,0.4864799801911191,0.5276114317690541,0.7608543089200438,0.0,0.28556311330995093,0.05571239427064528,0.08581622774097403,0.15583941997275758,0.0
Org_19,0.6546514187193926,0.716805133736174,0.43478499404507454,0.055764115325210216,0.6942382274490126,0.49304620906235974,0.0,0.5753188112015616,0.3911665462856157
Org_20,0.583137690064379,0.11281267910087414,0.36002496268170525,0.6283411275098678,0.5331889662846578,0.7578537898434166,0.8210901891677272,0.5752008322876111,0.17330559178965296
Org_21,0.0023431338383375355,0.17343056865514708,0.8601746930527393,0.24503389394199415,0.5352890159221946,0.4284870170370614,0.8100381816401788,0.5050355545545223,0.047476849106844465
Org_22,0.1131995011096642,0.046901301033877435,0.7451360489012533,0.7192219409644756,0.5188158992848922,0.9660735974789088,0.1857520477760011,0.44692557675600886,0.7000786968661398
Org_23,0.4108141816914584,0.9846024017004148,0.6624117333747853,0.8857152050798008,0.9413404316829309,0.9344888334482269,0.2775402756475106,0.16753005780966784,0.10872025959185433
Org_24,0.9397135965958072,0.9467289129169242,0.5062646730048713,0.19196198730049768,1.0,0.957812209346858,0.00906134081736995,0.4062228514430966,0.5578421966128005
Org_25,1.0000000000000002,0.5008438894730429,0.007651107661851675,0.18261970139008063,0.08660386518226797,0.9340019039490528,0.9809635697114077,0.04989435524523525,0.820797533446168
Org_26,0.3295748427211534,0.5713176860279883,0.1697073742779224,0.5634814226874892,0.3261840734417359,0.8027716683627132,0.7102764089677903,0.8189881699325374,0.9968197841765396
Org_27,0.4539924983034061,0.7776960463552549,0.24508918672405947,0.09850695040329499,0.4701274757403357,0.03193491558064976,0.2715247636763154,0.10773619914840674,0.8026541326635115
Org_28,0.3707126611764275,0.5238568005307027,0.5023853991171622,0.13865947314226873,0.9851632856776616,0.09233058683211326,0.1379978026520467,0.7068760256121497,0.9805845128879593
Org_29,0.9263907485189196,0.4461422517859319,0.4932141281463379,1.0,0.5620769218181522,0.8128385254242851,0.004960349835198913,0.41407381189870973,0.3517318700747081
Org_30,0.2822605051264651,0.6965450172162478,0.4602254413617005,0.7643083919684228,0.0,0.05459628620512316,0.011585027575629028,0.367236183060373,0.7017927792930219
Org_31,0.5561435043377783,0.48261001024400585,0.6251231560876254,0.8695297751844859,0.7446121453779818,0.4522371401372156,0.6504367501006211,0.02786447440393834,0.5306863875982363
Org_32,0.521480255314466,1.0000000000000002,0.5846525226710069,0.7922387163205765,0.6678485127830295,0.3234196675748723,0.36391127935689505,0.8829220159378787,0.5188602968920127
Org_33,0.9794895544835938,0.14354018403108407,0.5349534692869862,0.9742416766775355,0.14435795755172398,0.27651030211513417,0.6264726038573247,0.3896200006435213,0.0968941688856308
Org_34,0.7412235652317458,0.8931464441566296,0.2330216046066663,0.9063143555860648,0.35911939736757414,0.44248760791780184,0.6555385134179639,0.7211836502675977,0.08185552117808131
Org_35,0.07424891326277949,0.24639316223887944,0.358063609119151,0.3926709713403123,0.4942862285835848,0.7176793706025889,0.4601377149756878,0.8428842626854145,0.34781858755295864
Org_36,0.06330358944260012,0.6847824615398501,0.14830393207956052,0.8647674618156855,0.2693518210430429,0.9842486513694209,0.5814378487745978,0.7460772011111468,0.11616951089358671
Org_37,0.4470272922360193,0.596196630759997,0.5862046894180631,0.1398983181740175,0.38966557391356527,0.779535830351574,0.6502953366184773,0.453071205637247,0.10114164357865912
Org_38,0.941148823389153,0.7060128253148791,0.5368348142543313,0.5507765574051827,0.10216059652319055,0.19889702261760164,0.2104776512308412,0.24945032551454893,0.662800099179612
Org_39,0.8120769978540381,0.02517453168647027,0.1059953869329962,0.21629376179852405,0.4439450387009148,0.536284454365405,0.5734316700932242,0.608792646696054,0.5313224307629284
Org_40,0.06334715063920326,0.8334988018574594,0.8581356168548392,0.8439162519306674,0.7589906670521304,0.9031612119620523,0.7070021429581524,0.004161438055707498,0.4411013249102532
Org_41,0.20216751343519013,0.33224650598168715,0.9707465716316952,0.43930731937532175,0.6009414767985426,1.0,0.9992276648282913,0.4959619035361498,0.2802578669915158
Org_42,0.45923130536857365,0.4986326282869946,0.5082557440456459,0.4658486356615754,0.9031577110004421,0.5232850780728533,0.8487745977874229,0.6447440393835064,0.35062148963465245
Org_43,0.0,0.12189915746436036,0.6773619108795687,0.870602368285567,0.38776189255382404,0.7518410311963146,0.30486571158176423,0.843602861524931,0.28991709878073757
Org_44,0.03715999339703968,0.9001412499492313,0.863009283283004,0.5507765574051827,0.6010232969142908,0.8990086334241538,0.6151051354849938,0.587642245031479,0.446901176140835
Org_45,0.17547596339025334,0.4134065606765557,0.859799795635188,0.37932791316286246,0.3078781862116741,0.2584009016402412,0.4069553677294434,0.31779229275931226,0.5511475727946011
Org_46,0.4497097448689496,0.9339058544268096,0.5335544618507587,0.10939377037926892,0.5135848665513914,0.9782577771941918,0.701867745760315,0.0,0.830338180916549
Org_47,0.34048348342840384,0.02973695017441888,0.30115692428672336,0.9591395658143127,0.3302587152059958,0.7931260873846961,0.9226577032274909,0.5443118075442152,1.0
Org_48,0.18713431521798946,0.5724323421768738,0.8260841736140796,0.6135393427149476,0.24496942655008208,0.03976408539320925,0.59203298197522,0.9999999999999999,0.07162492857989886
Org_49,0.6161341501439812,0.4425523369420514,0.8660176064628655,0.21003518105371544,0.0457156260057056,0.09804243399096171,0.9364292007962666,0.02214785975524737,0.3895494873923308
Org_50,0.8892559747620186,0.38944596625344663,0.7429598151115662,0.5507604685086666,0.5439074014476707,0.9718018579916621,0.2790305561901032,0.16341152117721505,0.47179310270480046
